LOCALITA',STAZIONE,STATO,SPECIE,PARAMETRO,TIPO DATO,UNITA' DI MISURA,DATA,ANNO,MESE,DATO,LATITUDINE,LONGITUDINE,CHIAVE
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,22/06/2015,2015,6,0,45.749116666666666,13.655783333333334,1166421775
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,22/06/2015,2015,6,0,45.749116666666666,13.655783333333334,1166421776
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,22/06/2015,2015,6,376,45.749116666666666,13.655783333333334,1166421777
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,22/06/2015,2015,6,80,45.749116666666666,13.655783333333334,1166421778
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,06/07/2015,2015,7,0,45.749116666666666,13.655783333333334,1166421911
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,06/07/2015,2015,7,0,45.749116666666666,13.655783333333334,1166421912
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/gr,06/07/2015,2015,7,180,45.749116666666666,13.655783333333334,1166421913
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/l,06/07/2015,2015,7,0,45.749116666666666,13.655783333333334,1166421914
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,06/07/2015,2015,7,0,45.749116666666666,13.655783333333334,1166421915
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,06/07/2015,2015,7,0,45.749116666666666,13.655783333333334,1166421916
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,06/07/2015,2015,7,4230,45.749116666666666,13.655783333333334,1166421917
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,06/07/2015,2015,7,0,45.749116666666666,13.655783333333334,1166421918
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,17/08/2015,2015,8,184,45.749116666666666,13.655783333333334,1166422331
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,17/08/2015,2015,8,0,45.749116666666666,13.655783333333334,1166422332
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/gr,17/08/2015,2015,8,1581,45.749116666666666,13.655783333333334,1166422333
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/l,17/08/2015,2015,8,0,45.749116666666666,13.655783333333334,1166422334
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,17/08/2015,2015,8,1323,45.749116666666666,13.655783333333334,1166422335
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,17/08/2015,2015,8,0,45.749116666666666,13.655783333333334,1166422336
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,17/08/2015,2015,8,74,45.749116666666666,13.655783333333334,1166422337
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,17/08/2015,2015,8,0,45.749116666666666,13.655783333333334,1166422338
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,08/09/2015,2015,9,0,45.749116666666666,13.655783333333334,1166422551
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,08/09/2015,2015,9,0,45.749116666666666,13.655783333333334,1166422552
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/gr,08/09/2015,2015,9,76480,45.749116666666666,13.655783333333334,1166422553
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/l,08/09/2015,2015,9,120,45.749116666666666,13.655783333333334,1166422554
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,08/09/2015,2015,9,211200,45.749116666666666,13.655783333333334,1166422555
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,08/09/2015,2015,9,6640,45.749116666666666,13.655783333333334,1166422556
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,08/09/2015,2015,9,0,45.749116666666666,13.655783333333334,1166422557
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,08/09/2015,2015,9,0,45.749116666666666,13.655783333333334,1166422558
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,18/05/2015,2015,5,0,45.76743333333334,13.6308,1167421421
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,18/05/2015,2015,5,0,45.76743333333334,13.6308,1167421422
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/gr,18/05/2015,2015,5,1046,45.76743333333334,13.6308,1167421423
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/l,18/05/2015,2015,5,0,45.76743333333334,13.6308,1167421424
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,18/05/2015,2015,5,0,45.76743333333334,13.6308,1167421425
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,18/05/2015,2015,5,0,45.76743333333334,13.6308,1167421426
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,18/05/2015,2015,5,0,45.76743333333334,13.6308,1167421427
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,18/05/2015,2015,5,0,45.76743333333334,13.6308,1167421428
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,22/06/2015,2015,6,258,45.76743333333334,13.6308,1167421771
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,22/06/2015,2015,6,0,45.76743333333334,13.6308,1167421772
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/gr,22/06/2015,2015,6,13329,45.76743333333334,13.6308,1167421773
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/l,22/06/2015,2015,6,600,45.76743333333334,13.6308,1167421774
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,22/06/2015,2015,6,0,45.76743333333334,13.6308,1167421775
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,22/06/2015,2015,6,0,45.76743333333334,13.6308,1167421776
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,22/06/2015,2015,6,0,45.76743333333334,13.6308,1167421777
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,22/06/2015,2015,6,0,45.76743333333334,13.6308,1167421778
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,06/07/2015,2015,7,88,45.76743333333334,13.6308,1167421911
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,06/07/2015,2015,7,0,45.76743333333334,13.6308,1167421912
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/gr,06/07/2015,2015,7,264,45.76743333333334,13.6308,1167421913
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/l,06/07/2015,2015,7,0,45.76743333333334,13.6308,1167421914
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,06/07/2015,2015,7,0,45.76743333333334,13.6308,1167421915
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,06/07/2015,2015,7,0,45.76743333333334,13.6308,1167421916
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,06/07/2015,2015,7,0,45.76743333333334,13.6308,1167421917
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,06/07/2015,2015,7,0,45.76743333333334,13.6308,1167421918
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,17/08/2015,2015,8,0,45.76743333333334,13.6308,1167422331
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,17/08/2015,2015,8,0,45.76743333333334,13.6308,1167422332
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/gr,17/08/2015,2015,8,560,45.76743333333334,13.6308,1167422333
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/l,17/08/2015,2015,8,0,45.76743333333334,13.6308,1167422334
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,17/08/2015,2015,8,80,45.76743333333334,13.6308,1167422335
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,17/08/2015,2015,8,0,45.76743333333334,13.6308,1167422336
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,17/08/2015,2015,8,320,45.76743333333334,13.6308,1167422337
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,17/08/2015,2015,8,0,45.76743333333334,13.6308,1167422338
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,08/09/2015,2015,9,0,45.76743333333334,13.6308,1167422551
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,08/09/2015,2015,9,0,45.76743333333334,13.6308,1167422552
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/gr,08/09/2015,2015,9,540,45.76743333333334,13.6308,1167422553
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/l,08/09/2015,2015,9,0,45.76743333333334,13.6308,1167422554
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,08/09/2015,2015,9,3060,45.76743333333334,13.6308,1167422555
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,08/09/2015,2015,9,160,45.76743333333334,13.6308,1167422556
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,08/09/2015,2015,9,108,45.76743333333334,13.6308,1167422557
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,08/09/2015,2015,9,0,45.76743333333334,13.6308,1167422558
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,16/05/2016,2016,5,0,45.60555,13.72195,1161425061
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.60555,13.72195,1161425062
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/gr,16/05/2016,2016,5,874,45.60555,13.72195,1161425063
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.60555,13.72195,1161425064
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,16/05/2016,2016,5,0,45.60555,13.72195,1161425065
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.60555,13.72195,1161425066
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,16/05/2016,2016,5,0,45.60555,13.72195,1161425067
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.60555,13.72195,1161425068
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.60555,13.72195,1161425481
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.60555,13.72195,1161425482
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/gr,27/06/2016,2016,6,45,45.60555,13.72195,1161425483
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.60555,13.72195,1161425484
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.60555,13.72195,1161425485
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.60555,13.72195,1161425486
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,27/06/2016,2016,6,422,45.60555,13.72195,1161425487
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.60555,13.72195,1161425488
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,25/07/2016,2016,7,0,45.60555,13.72195,1161425761
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.60555,13.72195,1161425762
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/gr,25/07/2016,2016,7,420,45.60555,13.72195,1161425763
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.60555,13.72195,1161425764
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,25/07/2016,2016,7,0,45.60555,13.72195,1161425765
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.60555,13.72195,1161425766
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,25/07/2016,2016,7,300,45.60555,13.72195,1161425767
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.60555,13.72195,1161425768
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,08/08/2016,2016,8,24,45.60555,13.72195,1161425901
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.60555,13.72195,1161425902
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/gr,08/08/2016,2016,8,581,45.60555,13.72195,1161425903
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.60555,13.72195,1161425904
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,08/08/2016,2016,8,0,45.60555,13.72195,1161425905
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.60555,13.72195,1161425906
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,08/08/2016,2016,8,121,45.60555,13.72195,1161425907
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.60555,13.72195,1161425908
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,19/09/2016,2016,9,51,45.60555,13.72195,1161426321
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.60555,13.72195,1161426322
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/gr,19/09/2016,2016,9,1277,45.60555,13.72195,1161426323
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.60555,13.72195,1161426324
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,19/09/2016,2016,9,51,45.60555,13.72195,1161426325
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.60555,13.72195,1161426326
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,19/09/2016,2016,9,179,45.60555,13.72195,1161426327
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.60555,13.72195,1161426328
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,16/05/2016,2016,5,17,45.68695,13.745716666666667,1163425061
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.68695,13.745716666666667,1163425062
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/gr,16/05/2016,2016,5,33,45.68695,13.745716666666667,1163425063
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.68695,13.745716666666667,1163425064
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,16/05/2016,2016,5,0,45.68695,13.745716666666667,1163425065
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.68695,13.745716666666667,1163425066
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,16/05/2016,2016,5,33,45.68695,13.745716666666667,1163425067
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.68695,13.745716666666667,1163425068
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.68695,13.745716666666667,1163425481
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.68695,13.745716666666667,1163425482
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/gr,27/06/2016,2016,6,65,45.68695,13.745716666666667,1163425483
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.68695,13.745716666666667,1163425484
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.68695,13.745716666666667,1163425485
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.68695,13.745716666666667,1163425486
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,27/06/2016,2016,6,65,45.68695,13.745716666666667,1163425487
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.68695,13.745716666666667,1163425488
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,25/07/2016,2016,7,0,45.68695,13.745716666666667,1163425761
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.68695,13.745716666666667,1163425762
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/gr,25/07/2016,2016,7,681,45.68695,13.745716666666667,1163425763
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.68695,13.745716666666667,1163425764
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,25/07/2016,2016,7,0,45.68695,13.745716666666667,1163425765
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.68695,13.745716666666667,1163425766
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,25/07/2016,2016,7,0,45.68695,13.745716666666667,1163425767
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.68695,13.745716666666667,1163425768
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,08/08/2016,2016,8,22,45.68695,13.745716666666667,1163425901
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.68695,13.745716666666667,1163425902
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/gr,08/08/2016,2016,8,2574,45.68695,13.745716666666667,1163425903
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/l,08/08/2016,2016,8,160,45.68695,13.745716666666667,1163425904
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,08/08/2016,2016,8,65,45.68695,13.745716666666667,1163425905
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.68695,13.745716666666667,1163425906
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,08/08/2016,2016,8,262,45.68695,13.745716666666667,1163425907
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.68695,13.745716666666667,1163425908
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,19/09/2016,2016,9,15,45.68695,13.745716666666667,1163426321
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.68695,13.745716666666667,1163426322
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,19/09/2016,2016,9,5818,45.68695,13.745716666666667,1163426325
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.68695,13.745716666666667,1163426326
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,19/09/2016,2016,9,509,45.68695,13.745716666666667,1163426327
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.68695,13.745716666666667,1163426328
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,16/05/2016,2016,5,72,45.749116666666666,13.655783333333334,1166425061
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.749116666666666,13.655783333333334,1166425062
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/gr,16/05/2016,2016,5,36,45.749116666666666,13.655783333333334,1166425063
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.749116666666666,13.655783333333334,1166425064
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,16/05/2016,2016,5,0,45.749116666666666,13.655783333333334,1166425065
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.749116666666666,13.655783333333334,1166425066
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,16/05/2016,2016,5,0,45.749116666666666,13.655783333333334,1166425067
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.749116666666666,13.655783333333334,1166425068
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.749116666666666,13.655783333333334,1166425481
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.749116666666666,13.655783333333334,1166425482
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/gr,27/06/2016,2016,6,21,45.749116666666666,13.655783333333334,1166425483
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.749116666666666,13.655783333333334,1166425484
